﻿#,"REDCap MLM"
#,"v16.1.6"
#,"2026-04-14 17:42:18"
#,"How to use this file: Any information above the column title row is purely informational and will be ignored during import. The column title row must remain intact, i.e. the row 'section,type,name,index,kind,text' (the delimiter can be either comma, as shown, or semicolon or tab) and be the first non-empty line that is not staring with # (denoting comments). The essential lines are those with 'translation' or 'value' in the 'kind' column. In these lines, the translation (or value) in the 'text' column can be edited. All other lines (except the 'hash' kind. see below) are ignored when the file is imported. Do not change the contents of the 'section', 'type', 'name', 'index', and 'kind' columns at all. Furthermore, subsets of this file can be created and used at will, as long as the rules layed out above are observed. The 'hash'-kind rows are not essential, but assist in tracking if a default value has changed since the file was created, and thus a translation may be out of date. During an import operation, a best-effort approach is taken. Any items that cannot be matched during import will be silently ignored. Thus, a cross-project import of field translations would only work for fields of the same name."
#,
section,type,name,index,kind,text
uiTranslations,,design_721,,hash,"7be8812ea3"
uiTranslations,,survey_1142,,translation,""
uiTranslations,,survey_1142,,hash,"104c2b466e"
uiTranslations,,survey_1143,,translation,""
uiTranslations,,survey_1143,,hash,"2ec12521b9"
uiTranslations,,survey_1144,,translation,""
uiTranslations,,survey_1144,,hash,"81a1baf45c"
uiTranslations,,data_entry_609,,translation,""
uiTranslations,,data_entry_609,,hash,"0c66629236"
uiTranslations,,dashboard_32,,translation,"Audjourd'hui"
uiTranslations,,dashboard_32,,hash,"24345a1437"
uiTranslations,,calendar_widget_choosedatehint,,translation,""
uiTranslations,,calendar_widget_choosedatehint,,hash,"b2fbd5ca09"
uiTranslations,,calendar_widget_done,,translation,""
uiTranslations,,calendar_widget_done,,hash,"e9b450d14b"
uiTranslations,,calendar_widget_prev,,translation,""
uiTranslations,,calendar_widget_prev,,hash,"e96fea52df"
uiTranslations,,calendar_widget_next,,translation,""
uiTranslations,,calendar_widget_next,,hash,"bc981983e7"
uiTranslations,,form_renderer_29,,translation,""
uiTranslations,,form_renderer_29,,hash,"e3b8204056"
uiTranslations,,calendar_widget_choosedatetimehint,,translation,""
uiTranslations,,calendar_widget_choosedatetimehint,,hash,"b9a0d064e9"
uiTranslations,,calendar_widget_choosetime,,translation,""
uiTranslations,,calendar_widget_choosetime,,hash,"d39ba99075"
uiTranslations,,global_13,,translation,""
uiTranslations,,global_13,,hash,"6c82e6dd86"
uiTranslations,,calendar_widget_hour,,translation,""
uiTranslations,,calendar_widget_hour,,hash,"c37cf838b0"
uiTranslations,,calendar_widget_min,,translation,""
uiTranslations,,calendar_widget_min,,hash,"c1335d3e7a"
uiTranslations,,calendar_widget_sec,,translation,""
uiTranslations,,calendar_widget_sec,,hash,"2a4bcae654"
uiTranslations,,calendar_widget_choosetimehint,,translation,""
uiTranslations,,calendar_widget_choosetimehint,,hash,"c8504dec7f"
uiTranslations,,calendar_widget_month_day_long_sun,,translation,""
uiTranslations,,calendar_widget_month_day_long_sun,,hash,"bc5dd045b8"
uiTranslations,,calendar_widget_month_day_short_sun,,translation,""
uiTranslations,,calendar_widget_month_day_short_sun,,hash,"25bfc51c61"
uiTranslations,,calendar_widget_month_day_long_mon,,translation,""
uiTranslations,,calendar_widget_month_day_long_mon,,hash,"932eeb1076"
uiTranslations,,calendar_widget_month_day_short_mon,,translation,""
uiTranslations,,calendar_widget_month_day_short_mon,,hash,"91e885d8e5"
uiTranslations,,calendar_widget_month_day_long_tues,,translation,""
uiTranslations,,calendar_widget_month_day_long_tues,,hash,"42e43b612a"
uiTranslations,,calendar_widget_month_day_short_tues,,translation,""
uiTranslations,,calendar_widget_month_day_short_tues,,hash,"b44892b7f8"
uiTranslations,,calendar_widget_month_day_long_wed,,translation,""
uiTranslations,,calendar_widget_month_day_long_wed,,hash,"5656b9b79b"
uiTranslations,,calendar_widget_month_day_short_wed,,translation,""
uiTranslations,,calendar_widget_month_day_short_wed,,hash,"a24ae9faf6"
uiTranslations,,calendar_widget_month_day_long_thurs,,translation,""
uiTranslations,,calendar_widget_month_day_long_thurs,,hash,"76031ddf92"
uiTranslations,,calendar_widget_month_day_short_thurs,,translation,""
uiTranslations,,calendar_widget_month_day_short_thurs,,hash,"6929e765f6"
uiTranslations,,calendar_widget_month_day_long_fri,,translation,""
uiTranslations,,calendar_widget_month_day_long_fri,,hash,"d166e844a3"
uiTranslations,,calendar_widget_month_day_short_fri,,translation,""
uiTranslations,,calendar_widget_month_day_short_fri,,hash,"aa77f314fa"
uiTranslations,,calendar_widget_month_day_long_sat,,translation,""
uiTranslations,,calendar_widget_month_day_long_sat,,hash,"17063c506b"
uiTranslations,,calendar_widget_month_day_short_sat,,translation,""
uiTranslations,,calendar_widget_month_day_short_sat,,hash,"50cf95cee8"
uiTranslations,,calendar_widget_month_jan,,translation,""
uiTranslations,,calendar_widget_month_jan,,hash,"efed3690ea"
uiTranslations,,calendar_widget_month_feb,,translation,""
uiTranslations,,calendar_widget_month_feb,,hash,"dc8415ccfe"
uiTranslations,,calendar_widget_month_mar,,translation,""
uiTranslations,,calendar_widget_month_mar,,hash,"c4ba082246"
uiTranslations,,calendar_widget_month_apr,,translation,""
uiTranslations,,calendar_widget_month_apr,,hash,"befde54a10"
uiTranslations,,calendar_widget_month_may,,translation,""
uiTranslations,,calendar_widget_month_may,,hash,"c94f479833"
uiTranslations,,calendar_widget_month_jun,,translation,""
uiTranslations,,calendar_widget_month_jun,,hash,"6d90df3be4"
uiTranslations,,calendar_widget_month_jul,,translation,""
uiTranslations,,calendar_widget_month_jul,,hash,"b737558468"
uiTranslations,,calendar_widget_month_aug,,translation,""
uiTranslations,,calendar_widget_month_aug,,hash,"75629af51d"
uiTranslations,,calendar_widget_month_sep,,translation,""
uiTranslations,,calendar_widget_month_sep,,hash,"fdd289e370"
uiTranslations,,calendar_widget_month_oct,,translation,""
uiTranslations,,calendar_widget_month_oct,,hash,"51327aef98"
uiTranslations,,calendar_widget_month_nov,,translation,""
uiTranslations,,calendar_widget_month_nov,,hash,"bb9bfefd53"
uiTranslations,,calendar_widget_month_dec,,translation,""
uiTranslations,,calendar_widget_month_dec,,hash,"997f59bc99"
uiTranslations,,multilang_108,,translation,""
uiTranslations,,multilang_108,,hash,"ac197c7fcd"
uiTranslations,,multilang_109,,translation,""
uiTranslations,,multilang_109,,hash,"6793fba305"
uiTranslations,,multilang_110,,translation,""
uiTranslations,,multilang_110,,hash,"e195c3e329"
uiTranslations,,multilang_111,,translation,"J-M-A"
uiTranslations,,multilang_111,,hash,"7da40f8eb5"
uiTranslations,,multilang_112,,translation,""
uiTranslations,,multilang_112,,hash,"d97ee04d0c"
uiTranslations,,multilang_113,,translation,""
uiTranslations,,multilang_113,,hash,"1b9d0b13d6"
uiTranslations,,multilang_114,,translation,""
uiTranslations,,multilang_114,,hash,"40f54f353e"
uiTranslations,,multilang_115,,translation,""
uiTranslations,,multilang_115,,hash,"fb28919230"
uiTranslations,,multilang_116,,translation,""
uiTranslations,,multilang_116,,hash,"982a88700a"
uiTranslations,,multilang_117,,translation,""
uiTranslations,,multilang_117,,hash,"ab1d01d09b"
uiTranslations,,form_renderer_23,,translation,""
uiTranslations,,form_renderer_23,,hash,"503a3d8ca2"
uiTranslations,,data_entry_459,,translation,""
uiTranslations,,data_entry_459,,hash,"e8f5018eb6"
uiTranslations,,form_renderer_24,,translation,""
uiTranslations,,form_renderer_24,,hash,"304b14ba1a"
uiTranslations,,form_renderer_25,,translation,""
uiTranslations,,form_renderer_25,,hash,"8349360a0c"
uiTranslations,,data_entry_468,,translation,""
uiTranslations,,data_entry_468,,hash,"8abf4cfcf1"
uiTranslations,,data_entry_62,,translation,""
uiTranslations,,data_entry_62,,hash,"c03b36e26b"
uiTranslations,,survey_1146,,translation,""
uiTranslations,,survey_1146,,hash,"1f7b2378a3"
uiTranslations,,form_renderer_47,,translation,""
uiTranslations,,form_renderer_47,,hash,"70ded54722"
uiTranslations,,form_renderer_52,,translation,""
uiTranslations,,form_renderer_52,,hash,"1b77f53b8c"
uiTranslations,,form_renderer_51,,translation,""
uiTranslations,,form_renderer_51,,hash,"fe83fade02"
uiTranslations,,design_397,,translation,""
uiTranslations,,design_397,,hash,"11e9be0501"
uiTranslations,,form_renderer_59,,translation,""
uiTranslations,,form_renderer_59,,hash,"80bb638b8b"
uiTranslations,,form_renderer_50,,translation,""
uiTranslations,,form_renderer_50,,hash,"c453bb5150"
uiTranslations,,data_entry_526,,translation,""
uiTranslations,,data_entry_526,,hash,"0b02d79270"
uiTranslations,,data_entry_64,,translation,""
uiTranslations,,data_entry_64,,hash,"b04ba49f84"
uiTranslations,,data_entry_65,,translation,""
uiTranslations,,data_entry_65,,hash,"b92d2e00b8"
uiTranslations,,data_entry_455,,translation,""
uiTranslations,,data_entry_455,,hash,"bf0560d0b4"
uiTranslations,,data_entry_454,,translation,""
uiTranslations,,data_entry_454,,hash,"ab58870cf7"
uiTranslations,,data_entry_453,,translation,""
uiTranslations,,data_entry_453,,hash,"c406c5d652"
uiTranslations,,data_entry_460,,translation,""
uiTranslations,,data_entry_460,,hash,"c207089814"
uiTranslations,,data_entry_461,,translation,""
uiTranslations,,data_entry_461,,hash,"e056780c43"
uiTranslations,,form_renderer_26,,translation,""
uiTranslations,,form_renderer_26,,hash,"4315027731"
uiTranslations,,form_renderer_48,,translation,""
uiTranslations,,form_renderer_48,,hash,"5d544f8319"
uiTranslations,,form_renderer_49,,translation,""
uiTranslations,,form_renderer_49,,hash,"6e91438d60"
uiTranslations,,form_renderer_44,,translation,""
uiTranslations,,form_renderer_44,,hash,"f7e167e529"
uiTranslations,,form_renderer_45,,translation,""
uiTranslations,,form_renderer_45,,hash,"6871de770e"
uiTranslations,,form_renderer_57,,translation,""
uiTranslations,,form_renderer_57,,hash,"b676ef7be6"
uiTranslations,,form_renderer_58,,translation,""
uiTranslations,,form_renderer_58,,hash,"fa61ccca45"
uiTranslations,,form_renderer_60,,translation,""
uiTranslations,,form_renderer_60,,hash,"01ff24d8b8"
uiTranslations,,dataqueries_160,,translation,""
uiTranslations,,dataqueries_160,,hash,"e0efa5f9c4"
uiTranslations,,data_export_tool_248,,translation,""
uiTranslations,,data_export_tool_248,,hash,"547d60b77b"
uiTranslations,,survey_1147,,translation,""
uiTranslations,,survey_1147,,hash,"2f32be1dc7"
uiTranslations,,form_renderer_31,,translation,""
uiTranslations,,form_renderer_31,,hash,"780837ed66"
uiTranslations,,form_renderer_43,,translation,""
uiTranslations,,form_renderer_43,,hash,"f58b1865c0"
uiTranslations,,form_renderer_30,,translation,""
uiTranslations,,form_renderer_30,,hash,"a08930723c"
uiTranslations,,form_renderer_46,,translation,""
uiTranslations,,form_renderer_46,,hash,"e50a045e25"
uiTranslations,,form_renderer_63,,translation,""
uiTranslations,,form_renderer_63,,hash,"9d887b5ad1"
uiTranslations,,form_renderer_64,,translation,""
uiTranslations,,form_renderer_64,,hash,"8783ecb223"
uiTranslations,,design_205,,translation,""
uiTranslations,,design_205,,hash,"4297fa23c1"
uiTranslations,,global_290,,translation,""
uiTranslations,,global_290,,hash,"a7efabb4c4"
uiTranslations,,data_entry_610,,translation,""
uiTranslations,,data_entry_610,,hash,"0c77aeece8"
uiTranslations,,design_204,,translation,""
uiTranslations,,design_204,,hash,"7c4a4ce77c"
uiTranslations,,global_121,,translation,""
uiTranslations,,global_121,,hash,"bb44fbe0d8"
uiTranslations,,data_entry_204,,translation,""
uiTranslations,,data_entry_204,,hash,"d6e5b1ca31"
uiTranslations,,survey_1242,,translation,""
uiTranslations,,survey_1242,,hash,"ef8c96eee9"
uiTranslations,,survey_1243,,translation,""
uiTranslations,,survey_1243,,hash,"11eda49e33"
uiTranslations,,survey_1244,,translation,""
uiTranslations,,survey_1244,,hash,"b0a0861aaf"
uiTranslations,,email_users_36,,translation,""
uiTranslations,,email_users_36,,hash,"e81b328d63"
uiTranslations,,email_users_37,,translation,""
uiTranslations,,email_users_37,,hash,"cc2e1e58bd"
uiTranslations,,email_users_38,,translation,""
uiTranslations,,email_users_38,,hash,"24cda82dae"
uiTranslations,,email_users_39,,translation,""
uiTranslations,,email_users_39,,hash,"e79dbfbdd4"
uiTranslations,,global_234,,translation,""
uiTranslations,,global_234,,hash,"3e4c331a4a"
uiTranslations,,email_users_99,,translation,""
uiTranslations,,email_users_99,,hash,"1d59cab978"
uiTranslations,,email_users_100,,translation,""
uiTranslations,,email_users_100,,hash,"520a770bc7"
uiTranslations,,email_users_40,,translation,""
uiTranslations,,email_users_40,,hash,"630489d038"
uiTranslations,,email_users_47,,translation,""
uiTranslations,,email_users_47,,hash,"23657723a9"
uiTranslations,,email_users_46,,translation,""
uiTranslations,,email_users_46,,hash,"f896e77cbc"
uiTranslations,,email_users_42,,translation,""
uiTranslations,,email_users_42,,hash,"3f2ca5f32b"
uiTranslations,,email_users_45,,translation,""
uiTranslations,,email_users_45,,hash,"e30bb89dfb"
uiTranslations,,email_users_44,,translation,""
uiTranslations,,email_users_44,,hash,"f143d6881a"
uiTranslations,,email_users_82,,translation,""
uiTranslations,,email_users_82,,hash,"0668ee0880"
uiTranslations,,email_users_101,,translation,""
uiTranslations,,email_users_101,,hash,"ab45ae5b41"
uiTranslations,,email_users_43,,translation,""
uiTranslations,,email_users_43,,hash,"32aefbd20a"
uiTranslations,,email_users_41,,translation,""
uiTranslations,,email_users_41,,hash,"3e910b1625"
uiTranslations,,email_users_50,,translation,""
uiTranslations,,email_users_50,,hash,"0d8b434862"
uiTranslations,,email_users_35,,translation,""
uiTranslations,,email_users_35,,hash,"995ff45a84"
uiTranslations,,global_37,,translation,""
uiTranslations,,global_37,,hash,"c4d63e4c56"
uiTranslations,,global_38,,translation,""
uiTranslations,,global_38,,hash,"7e7fbc8110"
uiTranslations,,alerts_128,,translation,""
uiTranslations,,alerts_128,,hash,"6771ade6e8"
uiTranslations,,email_users_48,,translation,""
uiTranslations,,email_users_48,,hash,"9dc9940b61"
uiTranslations,,email_users_49,,translation,""
uiTranslations,,email_users_49,,hash,"afdb07bf87"
uiTranslations,,ws_176,,translation,""
uiTranslations,,ws_176,,hash,"a7f8e7cc0d"
uiTranslations,,ws_177,,translation,""
uiTranslations,,ws_177,,hash,"abff00c5e1"
uiTranslations,,ws_178,,translation,""
uiTranslations,,ws_178,,hash,"dcd75e915e"
uiTranslations,,ws_179,,translation,""
uiTranslations,,ws_179,,hash,"41904cc8b8"
uiTranslations,,ws_180,,translation,""
uiTranslations,,ws_180,,hash,"cc4eac830b"
uiTranslations,,ws_181,,translation,""
uiTranslations,,ws_181,,hash,"cee3389630"
uiTranslations,,ws_182,,translation,""
uiTranslations,,ws_182,,hash,"7a0320794c"
uiTranslations,,ws_183,,translation,""
uiTranslations,,ws_183,,hash,"9344533c41"
uiTranslations,,dataqueries_278,,translation,""
uiTranslations,,dataqueries_278,,hash,"a26c1b2705"
uiTranslations,,survey_111,,translation,""
uiTranslations,,survey_111,,hash,"32750e7e84"
uiTranslations,,survey_1101,,translation,""
uiTranslations,,survey_1101,,hash,"e6b729b0f3"
uiTranslations,,survey_1105,,translation,""
uiTranslations,,survey_1105,,hash,"ab678d7d4f"
uiTranslations,,survey_219,,translation,""
uiTranslations,,survey_219,,hash,"5e736191ae"
uiTranslations,,survey_1357,,translation,""
uiTranslations,,survey_1357,,hash,"a053df9d23"
uiTranslations,,survey_1356,,translation,""
uiTranslations,,survey_1356,,hash,"f50efd0735"
uiTranslations,,survey_1097,,translation,""
uiTranslations,,survey_1097,,hash,"846e5ecc17"
uiTranslations,,global_239,,translation,""
uiTranslations,,global_239,,hash,"17dfb031e0"
uiTranslations,,global_240,,translation,""
uiTranslations,,global_240,,hash,"be81ab98cb"
uiTranslations,,survey_573,,translation,""
uiTranslations,,survey_573,,hash,"c60165d1f0"
uiTranslations,,survey_310,,translation,""
uiTranslations,,survey_310,,hash,"d029a50088"
uiTranslations,,survey_574,,translation,""
uiTranslations,,survey_574,,hash,"1b4165df8d"
uiTranslations,,survey_587,,translation,""
uiTranslations,,survey_587,,hash,"ec6ef78690"
uiTranslations,,survey_1345,,translation,""
uiTranslations,,survey_1345,,hash,"891f008954"
uiTranslations,,survey_578,,translation,""
uiTranslations,,survey_578,,hash,"5c7097c405"
uiTranslations,,survey_594,,translation,""
uiTranslations,,survey_594,,hash,"3927bef277"
uiTranslations,,survey_1066,,translation,""
uiTranslations,,survey_1066,,hash,"8b9ac89dc0"
uiTranslations,,survey_1343,,translation,""
uiTranslations,,survey_1343,,hash,"1a5ef00964"
uiTranslations,,survey_1344,,translation,""
uiTranslations,,survey_1344,,hash,"8213c8b72c"
uiTranslations,,survey_589,,translation,""
uiTranslations,,survey_589,,hash,"e6a84c4a6a"
uiTranslations,,global_05,,translation,""
uiTranslations,,global_05,,hash,"890fd0dace"
uiTranslations,,survey_1353,,translation,""
uiTranslations,,survey_1353,,hash,"ff486c1497"
uiTranslations,,config_functions_45,,translation,""
uiTranslations,,config_functions_45,,hash,"d527bf3db3"
uiTranslations,,survey_675,,translation,""
uiTranslations,,survey_675,,hash,"797d6c738b"
uiTranslations,,data_entry_262,,translation,""
uiTranslations,,data_entry_262,,hash,"c39ce9616f"
uiTranslations,,survey_1365,,translation,""
uiTranslations,,survey_1365,,hash,"02431c5464"
uiTranslations,,global_237,,translation,""
uiTranslations,,global_237,,hash,"4f853c5181"
uiTranslations,,survey_1139,,translation,""
uiTranslations,,survey_1139,,hash,"6f5e9bc1c6"
uiTranslations,,design_121,,translation,""
uiTranslations,,design_121,,hash,"a479c9c34e"
uiTranslations,,data_entry_535,,translation,""
uiTranslations,,data_entry_535,,hash,"dcd9230b84"
uiTranslations,,data_entry_101,,translation,""
uiTranslations,,data_entry_101,,hash,"88bcc26103"
uiTranslations,,survey_1169,,translation,""
uiTranslations,,survey_1169,,hash,"92b863d471"
uiTranslations,,survey_1171,,translation,""
uiTranslations,,survey_1171,,hash,"fd6775dd7e"
uiTranslations,,survey_1170,,translation,""
uiTranslations,,survey_1170,,hash,"69189e0b68"
uiTranslations,,data_entry_428,,translation,""
uiTranslations,,data_entry_428,,hash,"9f49127025"
uiTranslations,,survey_1264,,translation,""
uiTranslations,,survey_1264,,hash,"975bad2d0d"
uiTranslations,,survey_1265,,translation,""
uiTranslations,,survey_1265,,hash,"12a611331c"
uiTranslations,,survey_1266,,translation,""
uiTranslations,,survey_1266,,hash,"70e4063b95"
uiTranslations,,survey_1364,,translation,""
uiTranslations,,survey_1364,,hash,"2652d84e18"
uiTranslations,,survey_1341,,translation,""
uiTranslations,,survey_1341,,hash,"98e5ef062b"
uiTranslations,,survey_1366,,translation,""
uiTranslations,,survey_1366,,hash,"8b1c380c2d"
uiTranslations,,data_entry_606,,translation,""
uiTranslations,,data_entry_606,,hash,"500ce4dca5"
uiTranslations,,survey_1311,,translation,""
uiTranslations,,survey_1311,,hash,"b043daaabd"
uiTranslations,,survey_1312,,translation,""
uiTranslations,,survey_1312,,hash,"7503e18b87"
uiTranslations,,data_entry_199,,translation,""
uiTranslations,,data_entry_199,,hash,"35b54c9ecc"
uiTranslations,,data_entry_265,,translation,""
uiTranslations,,data_entry_265,,hash,"eaa888151f"
uiTranslations,,survey_01,,translation,""
uiTranslations,,survey_01,,hash,"c03702a22a"
uiTranslations,,survey_02,,translation,""
uiTranslations,,survey_02,,hash,"b1003fc9a5"
uiTranslations,,survey_1313,,translation,""
uiTranslations,,survey_1313,,hash,"7f835fed70"
uiTranslations,,survey_14,,translation,""
uiTranslations,,survey_14,,hash,"acfff29a1f"
uiTranslations,,survey_997,,translation,""
uiTranslations,,survey_997,,hash,"dc8ba9b12c"
uiTranslations,,survey_998,,translation,""
uiTranslations,,survey_998,,hash,"4d9652ed4e"
uiTranslations,,survey_163,,translation,""
uiTranslations,,survey_163,,hash,"d9d05c4230"
uiTranslations,,survey_162,,translation,""
uiTranslations,,survey_162,,hash,"92e393aa42"
uiTranslations,,control_center_422,,translation,""
uiTranslations,,control_center_422,,hash,"dc3c6d267e"
uiTranslations,,survey_982,,translation,""
uiTranslations,,survey_982,,hash,"d571474e0b"
uiTranslations,,survey_1131,,translation,""
